,Date,Action,Type,HMC_Shares,HYMTF_Shares,HMC_Price,HYMTF_Price
65,2015-06-02,Close Position,upper,1474.9261872991517,1047.1204188481674,33.900001525878906,47.75
66,2015-06-03,Open Position,lower,1449.2753623188405,1041.6666666666667,34.5,48.0
67,2015-06-29,Close Position,lower,1562.5,1111.111111111111,32.0,45.0
68,2015-06-30,Open Position,upper,1543.209803865701,1079.9136247064516,32.400001525878906,46.29999923706055
69,2015-07-09,Close Position,upper,1597.4441283946694,1312.3360105634079,31.299999237060547,38.099998474121094
70,2015-07-10,Open Position,lower,1578.2828130791133,1312.3360105634079,31.68000030517578,38.099998474121094
71,2015-07-23,Close Position,lower,1590.3307617898138,1136.3636363636363,31.440000534057617,44.0
72,2015-07-24,Open Position,upper,1608.2341510004162,1136.3636363636363,31.09000015258789,44.0
73,2015-07-31,Close Position,upper,1472.3204166062897,1157.4073869668575,33.959999084472656,43.20000076293945
74,2015-08-03,Open Position,lower,1443.4180392896205,1157.4073869668575,34.63999938964844,43.20000076293945
75,2015-08-17,Close Position,lower,1465.416224068974,1201.3455377985456,34.119998931884766,41.619998931884766
76,2015-08-18,Open Position,lower,1472.7540169772565,1234.567901234568,33.95000076293945,40.5
77,2015-08-20,Close Position,lower,1545.1173997816804,1250.0,32.36000061035156,40.0
78,2015-08-21,Open Position,upper,1586.797830428778,1282.051282051282,31.510000228881836,39.0
79,2015-08-24,Close Position,upper,1652.892561983471,1515.1515151515152,30.25,33.0
80,2015-08-25,Open Position,lower,1667.7785444779329,1515.1515151515152,29.979999542236328,33.0
81,2015-08-26,Close Position,lower,1608.2341510004162,1252.505067470072,31.09000015258789,39.91999816894531
82,2015-08-27,Open Position,upper,1593.8794600689553,1252.505067470072,31.3700008392334,39.91999816894531
83,2015-10-08,Close Position,upper,1538.4615384615386,1086.9565217391305,32.5,46.0
84,2015-10-09,Open Position,lower,1528.117302402886,1086.9565217391305,32.720001220703125,46.0
85,2015-10-14,Close Position,lower,1574.3072934404804,1052.6315789473683,31.760000228881836,47.5
86,2015-10-15,Open Position,upper,1544.6401498255693,1052.6315789473683,32.369998931884766,47.5
87,2015-10-22,Close Position,upper,1513.3171493497812,1052.6315789473683,33.040000915527344,47.5
88,2015-10-23,Open Position,lower,1477.9780459279152,1052.6315789473683,33.83000183105469,47.5
89,2015-10-30,Close Position,lower,1509.2061089041342,1053.7407628252813,33.130001068115234,47.45000076293945
90,2015-11-02,Open Position,upper,1501.5015359025454,1053.7407628252813,33.29999923706055,47.45000076293945
91,2015-11-16,Close Position,upper,1533.2719737554448,1008.4711204807227,32.61000061035156,49.58000183105469
92,2015-11-17,Open Position,lower,1541.7822858305701,1008.4711204807227,32.43000030517578,49.58000183105469
93,2015-11-20,Close Position,lower,1525.3203740684364,980.0078312698553,32.779998779296875,51.02000045776367
94,2015-11-23,Open Position,upper,1531.3934965782225,987.9470341237894,32.650001525878906,50.61000061035156
